event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,0.0006863799238100848,0.00013579030288081624,0.0005505896209292686,6.0
FOMC_2024_09_18,0.009338196538906461,6.876451480820348e-05,0.009269432024098256,3.0
FOMC_2024_11_07,0.00567845104586201,5.3539810622688945e-05,0.005624911235239321,2.0
FOMC_2024_12_18,0.007008893894738928,0.00026163845386010967,0.0067472554408788184,7.0
FOMC_2025_01_29,-0.0058426383922043175,6.648595783327583e-05,-0.0059091243500375935,1.0
FOMC_2025_03_19,0.000735739617716261,0.00035446397895329604,0.00038127563876296487,11.0
FOMC_2025_05_07,-0.0024496224678817666,0.00030571921076976663,-0.002755341678651533,7.0
FOMC_2025_06_18,0.0,0.0,0.0,0.0
FOMC_2025_07_30,0.0,0.0,0.0,0.0
FOMC_2025_09_17,0.0,0.0,0.0,0.0
FOMC_2025_10_29,0.0,0.0,0.0,0.0
FOMC_2025_12_10,0.004283137728835044,0.0003653047796519906,0.003917832949183053,6.0
