event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,0.0,0.0,0.0,0.0
FOMC_2024_09_18,0.006109915318076062,0.0003393851653754934,0.005770530152700568,11.0
FOMC_2024_11_07,0.0,0.0,0.0,0.0
FOMC_2024_12_18,0.007384510738408692,0.0003132817253014527,0.007071229013107239,11.0
FOMC_2025_01_29,-0.0021780934986239844,0.00032940017669672023,-0.0025074936753207047,11.0
FOMC_2025_03_19,0.0012610229519106008,0.00035487894521262994,0.0009061440066979707,11.0
FOMC_2025_05_07,0.0,0.0,0.0,0.0
FOMC_2025_06_18,0.0,0.0,0.0,0.0
FOMC_2025_07_30,0.0,0.0,0.0,0.0
FOMC_2025_09_17,0.0,0.0,0.0,0.0
FOMC_2025_10_29,0.004532341889430106,0.0003570149704227315,0.004175326919007374,11.0
FOMC_2025_12_10,0.0027849287555093746,0.00034578483488871667,0.002439143920620658,11.0
